"012. Arbres - Plantation ou remplacement d’un arbre
",Demande d’informations concernant la plantation d’un nouvel arbre (privé ou en emprise)," Subvention – plantation d’arbres  https://www.laval.ca/Pages/Fr/Citoyens/subvention-plantation-arbres.aspx ,  Arbres en emprise  https://www.laval.ca/Pages/Fr/Citoyens/arbres-emprise.aspx ,  Règlementation relatif aux arbres (PDF)  https://www.laval.ca/Documents/Pages/Fr/Citoyens/environnement-recyclage-et-collectes/reglements-arbre-modifications.pdf ,  subvention pour la plantation d'un nouvel arbre https://www.laval.ca/Pages/Fr/Citoyens/subvention-plantation-arbres.aspx ,  Arbres en emprise  %09https:/www.laval.ca/Pages/Fr/Citoyens/arbres-emprise.aspx , ","Planifiez-vous une plantation suivant l’obtention d’un permis d’abattage?
Si vous planifiez planter un arbre en façade de votre maison, ou sur le côté, êtes-vous en mesure de bien identifier votre emprise afin de ne rien planter dans la partie appartenant à la ville?
Êtes-vous en attente de la ville pour planter un arbre de remplacement en emprise suivant un abattage?
","
Subvention pour la plantation d'un nouvel arbre :
La Ville de Laval offre une  ​sur les terrains des citoyens. Consultez le site Internet en cliquant sur « Citoyens » dans le menu principal du haut, et ensuite sur « Subventions et programmes », pour connaître :
les conditions d’admissibilité
les espèces recommandées et les arbres non admissibles
la procédure de demande de subvention, etc.

Si l'arbre est planté en remplacement d'un arbre abattu (à la suite de l'obtention d'un certificat d'autorisation d'abattage), la date limite de plantation doit être respectée pour avoir droit à la subvention. Celle-ci est toujours inscrite en bas du permis, au-dessus de la signature du directeur du Service des travaux publics ou son représentant autorisé. 


Plantation d’un arbre à la suite d’une nouvelle construction :
Se référer à l’article « Construction d’une maison neuve – obligations » de la banque d’information.


Plantation d’arbres en emprise ou sur un terrain public :
Définition d’emprise : l’emprise représente la portion de terrain adjacente à une voie publique située sur une propriété, mais appartenant à la Ville. La largeur varie d'un terrain à l'autre : elle peut être nulle ou avoir plus de 10 mètres.​ Référez-vous à votre certificat de localisation pour obtenir une mesure précise. Pour plus d'information, visitez le environnement.laval.ca, catégorie « Arbres », onglet « ». 

Seule la Ville de Laval est responsable de la plantation des arbres situés dans l’emprise publique, du choix de l’emplacement et de l’espèce d’arbre à planter. Les mêmes restrictions s’appliquent sur les terrains publics tels que les terre-pleins et les parcs.

Délais d’intervention : En raison d’un volume important d’arbre en emprise nécessitant une intervention, il est impossible pour la ville d’indiquer un délai ou une date à laquelle elle interviendra pour planter un arbre en emprise. Le délai de traitement d’une demande peut être de plusieurs mois, voire plus d’un an.  

Le citoyen N’A PAS à entretenir l’arbre planté dans l’emprise. Il ne doit pas tailler ou couper l’arbre en emprise.

Des constats d’infractions peuvent être émis aux citoyens qui empêchent la plantation d’un arbre en emprise ou s’ils endommagent un arbre de la ville.

","Remplacement d’un arbre, plantation, nouvel arbre, subvention, plan, plantage, reboisement, emprise, restrictions, choix d’arbres", Foresterie – Janie Jette,26/07/2017,29-01-2018
"106. Table à pique-nique, banc et autre mobilier urbain
","Demande liée à l’ajout, au remplacement ou à la réparation de table à pique-nique, banc, poubelle, support à vélo ou autre mobilier urbain.",,"À quel endroit précisément l’ajout de mobilier est-il souhaité OU à quel endroit se trouve le mobilier à réparer : parc, bordure de rue, etc.?
S’agit-il d’un ajout, d’un remplacement, d’une réparation ou d’un entretien de mobilier?
De quel type de mobilier s’agit-il : table à pique-nique, poubelle, support à vélo et banc?","
Réparation ou entretien du mobilier urbain (table à pique-nique, banc, etc.) :
L’information sera transmise au service concerné et une intervention aura lieu dans les 30 prochains jours. À la suite d’une évaluation, nous déterminerons s’il y a lieu de réparer ou de remplacer le mobilier en question.

Demande d’ajout d’un mobilier urbain :
Le service concerné analysera la demande. Si la réponse d’ajout est positive, après analyse de critères établis, le mobilier pourrait être ajouté l’année suivante, et ce, en fonction des travaux déjà planifiés. 
Notez qu’aucune installation n’a lieu du mois de novembre au mois de mai. 

Bon à savoir :
Les poubelles duo (poubelle et recyclage) ne sont pas installées dans les parcs, car la collecte du recyclage n’est actuellement pas effectuée dans ces lieux.

De façon générale la Ville installe des poubelles à proximité de ces lieux ou bâtiments : 
Abribus
Les arrêts d’autobus achalandés
Près des écoles, dépanneurs, centres commerciaux, et tout autre lieu à fort achalandage.

Si votre demande concerne un « module de jeux » ou des « jeux d’eau », consultez les articles de la banque d’information traitant de ces sujets.
","Banc, table à pique-nique, support à vélo, poubelle
","Sophie Lessard – Gestion des immeubles
",30 mai 2018,
107. Piscines extérieures et jeux d’eau ,"Information générale en lien aux piscines extérieures et jeux d’eau : horaire, activités, etc."," Consultez la carte interactive https://www.laval.ca/lieux/Pages/Fr/accueil.aspx ,  https://www.laval.ca/Pages/Fr/Activites/piscines-exterieures-pataugeoires-jeux-eau.aspx#liste-complete https://www.laval.ca/Pages/Fr/Activites/piscines-exterieures-pataugeoires-jeux-eau.aspx ,  carte interactive https://www.laval.ca/lieux/Pages/Fr/accueil.aspx ,  https://www.laval.ca/Documents/Pages/Fr/Activites/sports-et-loisirs/regles-securite-regles-hygiene-consignes-piscines-exterieures.pdf https://www.laval.ca/Documents/Pages/Fr/Activites/sports-et-loisirs/regles-securite-regles-hygiene-consignes-piscines-exterieures.pdf ,  https://www.laval.ca/Documents/Pages/Fr/Activites/sports-et-loisirs/faq-piscines-exterieures.pdf https://www.laval.ca/Documents/Pages/Fr/Activites/sports-et-loisirs/faq-piscines-exterieures.pdf ,  https://www.mouvementaquatiquelaval.com/ https://www.mouvementaquatiquelaval.com/ ,  https://www.laval.ca/Documents/Pages/Fr/Activites/sports-et-loisirs/piscines-pataugeoires-guide-encadrement.pdf https://www.laval.ca/Documents/Pages/Fr/Activites/sports-et-loisirs/piscines-pataugeoires-guide-encadrement.pdf ,  dehors.laval.ca https://www.laval.ca/dehors/Pages/Fr/accueil.aspx , ",,"
Horaire et coordonnées :
Les horaires d’ouverture des piscines extérieures et des jeux d’eau sont publiés dans la  de la Ville, dont l’onglet se trouve dans le bandeau gris au bas des pages du site Internet. Il suffit de sélectionner « piscines » dans les filtres de recherche. 

Pour connaître les règles de sécurité, les règles d’hygiènes et les tenues vestimentaires appropriées, nous vous invitons à consulter    ou le mettre le chemin 

Vous avez une question spécficque, nous avons développé une foire aux questions  ou mettre le chemin 

Cours de natation : 
Les cours de niveau Juniors 1 et 2 sont offerts dans certaines piscines extérieures. D’autres niveaux le sont plutôt au Centre sportif Josée-Faucher. Renseignez-vous auprès du Mouvement aquatique Laval   . Aucune inscription n’est possible dans les piscines

École, CPE, groupe, camp de jour :


Bon à savoir :
L’été, des activités spéciales se tiennent dans les piscines. Consultez le calendrier sur le site  dans la catégorie « On bouge et on joue ». 

","Piscines, jeux d’eau, pataugeoire, corridor de nage, couloir de nage, cours aquatique, cours de natation, 
","CLSDS 
",31/07/2017,
109. Patinage libre ou hockey libre dans les arénas,"
Demande d’information concernant les horaires du patin libre et des activités libres dans arénas municipaux  
"," https://www.laval.ca/Pages/Fr/Activites/sports-et-loisirs-interieurs.aspx https://www.laval.ca/Pages/Fr/Activites/sports-et-loisirs-interieurs.aspx ,  ​Cartier​ https://www.laval.ca/lieux/Pages/Fr/arena-cartier.aspx ,  Chomedey https://www.laval.ca/lieux/Pages/Fr/arena-chomedey.aspx ,  Hartland-Monahan https://www.laval.ca/lieux/Pages/Fr/arena-hartland-monahan.aspx ,  Lucerne https://www.laval.ca/lieux/Pages/Fr/arena-lucerne.aspx ,  Mike-Bossy https://www.laval.ca/lieux/Pages/Fr/arena-mike-bossy.aspx ,  Richard-Trottier https://www.laval.ca/lieux/Pages/Fr/arena-richard-trottier.aspx ,  Saint-François https://www.laval.ca/lieux/Pages/Fr/arena-saint-fran%C3%A7ois.aspx ,  Samson renommé aréna Martin-St-Louis https://www.laval.ca/lieux/Pages/Fr/arena-samson.aspx ,  Yvon-Chartrand https://www.laval.ca/lieux/Pages/Fr/arena-yvon-chartrand.aspx ,  https://placebell.ca/fr https://placebell.ca/fr ,  http://www.csguimond.ca/ http://www.csguimond.ca/ ,  carte interactive https://www.laval.ca/lieux/Pages/Fr/accueil.aspx ,  https://www.laval.ca/lieux/Pages/Fr/patinoire-exterieure-parc-emile.aspx https://www.laval.ca/lieux/Pages/Fr/patinoire-exterieure-parc-emile.aspx ,  Sports et loisirs https://www.laval.ca/Pages/Fr/Activites/sports-et-loisirs.aspx , ","Dans quel secteur êtes-vous situés ?
Pour quelle clientèle (adultes, parents/enfants, 50 ans et +) ?","​​ 
Arénas : coordonnées et horaires du patinage libre/hockey libre​
Cliquez sur l’un des 9 arénas municipaux afin de connaître son horaire de patinage libre / hockey libre et ses coordonnées :
 (Laval-des-Rapides)
 (Chomedey)
 (Laval-Ouest)
​ (Vimont)
 (Auteuil)
 (Fabreville)
 (Saint-François)
 (Sainte-Dorothée)
​ (Duvernay)
Certaines activités libres sont programmées durant la période des fêtes, semaine de relâche et quelques fêtes (Halloween, St-Valentin)  se référer à chaque fiche de lieux
Toutes les périodes de patin libre dans les arénas sont gratuites 

Aucune obligation quant au port de matériel de protection.


Centre Bell et Complexe sportif Guimond – opéré par une corporation autre de la Ville Laval.  



Bon à savoir :
Vous pouvez également consulter la  de la Ville de Laval pour connaître les coordonnées et horaires des nombreuses patinoires extérieures. 

Il est également possible de participer aux activités libres sur la patinoire réfrigérée Bleu Blanc Bouge  


Cliquez sur l’onglet Activités du site Internet de la Ville de Laval (laval.ca) et sélectionnez  pour en savoir plus sur toutes les autres activités intérieures et extérieures offertes sur le territoire.

","Patins libres, glace, aréna, patinoire intérieure, hockey libre, activités, patinoire réfrigérée ","Nom – service
Nom – service ",06-06-2018,
110. Sports et loisirs : activités et cours offerts,"Demande d’information générale ou liée à l’inscription aux activités de loisirs, sportives, artistiques et culturelles 
"," Répertoire des organismes  https://www.laval.ca/Pages/Fr/Activites/organismes.aspx ,  Inscription aux activités de loisirs  https://www.laval.ca/Pages/Fr/Activites/inscriptions-activites-loisir.aspx ,  Sports et loisirs https://www.laval.ca/Pages/Fr/Activites/sports-et-loisirs.aspx ,  Inscriptions aux activités sportives et de loisirs https://www.laval.ca/Pages/Fr/Activites/inscriptions-activites-loisir.aspx , ",,"​​ 
Dans la section « Activités » du site Internet de la Ville de Laval (laval.ca), sélectionnez «  »puis «  ». Vous y trouverez la liste des organismes reconnus qui proposent un vaste choix d’activités (sportives, artistique, récréatives, communautaires) à Laval.

Pour connaître la liste des cours offerts et pour vous inscrire à un cours ou à une activité, vous devez vous renseigner directement auprès des organismes, dont les coordonnées se trouvent sur notre site Internet en suivant le lien ci-haut.

Bon à savoir :
La Ville de Laval offre quant à elle des cours de tennis. Les informations se trouvent également sur la page Internet.

","Cours de natation, activités aquatiques, tennis, activités artistiques, programmation, baseball, football, hockey, danse, peinture, poterie",Martin Sauvé - CLSDS ,,
"133. Ocre ferreuse
","
Information sur la présence d’ocre ferreuse dans le sol
"," Régie du bâtiment du Québec – FAQ sur l’ocre ferreuse https://www.rbq.gouv.qc.ca/vous-etes/citoyen/problemes-particuliers-en-batiment/ocre-ferreuse.html ,  Régie du bâtiment du Québec https://www.rbq.gouv.qc.ca/vous-etes/citoyen/problemes-particuliers-en-batiment/ocre-ferreuse.html , ",,"
Définition d’ocre ferreuse : 
Matière visqueuse de couleur ocre (boue rougeâtre ou masse gélatineuse) qui se retrouve parfois dans les systèmes de drainage des bâtiments (drains français). Cette matière se forme sous l'action de phénomènes chimiques et microbiologiques, soit lorsque le sol autour du bâtiment contient du fer et que la nappe phréatique contient une bactérie nommée ferrobactérie. Elle peut endommager les pompes submersibles et obstruer les drains français.

Comment détecter la présence d’ocre ferreuse?
Le meilleur moyen de détecter l’ocre ferreuse est de faire passer une caméra dans le drain français par une entreprise spécialisée offrant ce service (ex. : expert en inspection de bâtiments). Se renseigner auprès du voisinage peut également s’avérer un bon indice : une détection d’ocre ferreuse par ceux-ci est signe d’une présence dans le secteur. 

Notez que peu de cas de présence d’ocre ferreuse ont été portés à la connaissance de la Ville. Les rares cas portés à la connaissance de la Ville sont disséminés sur le territoire de la Ville et la présence d’ocre ferreuse est minime.

Que faire en présence d’ocre ferreuse?
Nous vous invitons à consulter le site Internet de la  où l’on retrouve des informations sur les problèmes particuliers en bâtiment, dont des problèmes d’ocre ferreuse.
"," Boue orangée, boue orange, dépôt boueux, dépôts d’ocre
",Guy Jr. Huneault - urbanisme ,23-07-2018,
"134. Permis de consommation et de vente d’alcool
","
Information/demande de permis pour vendre ou servir de l’alcool 
"," Site Internet de la Ville - Occupation d'un local commercial https://www.laval.ca/Pages/Fr/Citoyens/certificat-doccupation.aspx ,  Formulaire de demande d’événement spécial - sur un site de  Ville de Laval  https://www.laval.ca/Documents/Pages/Fr/Activites/evenements-et-festivals/formulaire-evenements-speciaux.pdf ,  certificat de conformité à la règlementation municipale d'urbanisme https://www.racj.gouv.qc.ca/formulaires-et-publications/formulaires/alcool/permis-dalcool/permis-de-bar/certificat-de-conformite-a-la-reglementation-municipale-durbanisme.html ,  certificat d’occupation https://www.laval.ca/Pages/Fr/Citoyens/certificat-doccupation.aspx ,  certificat d’occupation d’un local commercial https://www.laval.ca/Pages/Fr/Citoyens/certificat-doccupation.aspx ,  demande de permis de réunion https://pes.securitepublique.gouv.qc.ca/acolyte/facettes/permis/captcha.faces?sid=027BJ7POYYN29 ,  Régie des alcools, des courses et des jeux du Québec https://www.racj.gouv.qc.ca/accueil.html ,  racj.quebec@racj.gouv.qc.ca mailto:racj.quebec@racj.gouv.qc.ca ,  organiser un événement et prêt d’équipements  https://www.laval.ca/Pages/Fr/Activites/organiser-un-evenement-special-et-pret-dequipements.aspx ,  formulaire de demande d'événements spéciaux https://www.laval.ca/Documents/Pages/Fr/Activites/evenements-et-festivals/formulaire-evenements-speciaux.pdf , ","Est-ce pour un événement en particulier ou pour un commerce?
Commerce :
S’agit-il d’un nouveau commerce?
Avez-vous en votre possession votre certificat d’occupation?","
Permis d’alcool pour un commerce : 
Toute demande de permis d’alcool commercial adressée à la Régie des alcools, des courses et des jeux du Québec doit être accompagnée d’un . Le formulaire doit être déposé au service du Greffe et sera signé par le Greffier de la Ville après une validation auprès du Service de l’urbanisme. Le certificat ne sera signé que si le commerce possède, notamment, son  pour l’usage décrit. 

Nouveau commerce : un nouveau commerce doit d’abord déposer une demande de  auprès du Service de l’urbanisme. Tous les renseignements nécessaires pour en faire la demande se trouvent sur le site Internet de la Ville au reglements.laval.ca, sous la catégorie « Bureau, commerce et entreprise ».


Permis d’alcool pour un événement dans une résidence privée :
Pour servir ou vendre de l’alcool lors d’un événement ayant lieu dans une résidence privée (ex. : résidence pour personnes âgées, sous-sol d’église, chez un citoyen), une  doit être déposée à la . 

Vous pouvez joindre la Régie par téléphone au 1 800 363-0320 ou par courriel à l’adresse  

Un numéro de sécurité émis par la Ville pourrait être demandé. Obtenez-le auprès du Service de protection des citoyens au 450 978-6888, poste 4450. 

Permis d’alcool pour un événement sur une propriété de la Ville :
La vente et la consommation de boissons alcoolisées sont interdites sur les sites municipaux, à moins d'avoir obtenu une autorisation de la Ville. Pour obtenir les autorisations nécessaires, consultez notre site Internet au evenements.laval.ca et cliquez sur la catégorie « ». Vous y trouverez notamment le .

SUIVANT l’autorisation de la Ville de Laval, le demandeur doit déposer une demande de permis auprès de la Régie des alcools, des courses et des jeux du Québec.

","Vente de bière, vente d’alcool, vin, fête privée, fête à domicile, anniversaire, party consommation d’alcool,","Guy Jr. Huneault - Urbanisme
Martin Sauvé - CLSDS ",23-07-2018,06-08-2018
"135. Permis d’exploitation d’une garderie
","
Information sur la règlementation municipale ou demande de permis de garde d’enfants 
"," Dépliant (PDF) sur la règlementation https://www.laval.ca/Documents/Pages/Fr/Citoyens/reglements/reglements-et-permis/garde-enfant-hebergement.pdf ,  Ministère de la Famille – Ouverture d’un service de garde https://www.mfa.gouv.qc.ca/fr/services-de-garde/cpe-garderies/ouverture-sg/Pages/index.aspx ,  garde d’enfants  https://www.laval.ca/Pages/Fr/Citoyens/garde-denfants.aspx , ",,"
L'obtention d'un certificat d’occupation et d’absence d’empêchement est OBLIGATOIRE avant d'avoir l'autorisation de garde d'enfants.

Visitez le reglements.laval.ca, sous la catégorie « Vie quotidienne », onglet « ». Vous y trouverez toutes les informations nécessaires, la procédure à suivre et les formulaires à remplir pour obtenir un permis.

Vous pouvez également vous procurer une trousse de démarrage en vous présentant au Comptoir multiservice de la Ville (situé au 1333, boulevard Chomedey). La trousse comprend les documents à compléter ainsi que des exemples de formulaire. Vous devez également vous procurer sur place l'attestation d'absence d'empêchement, un document obligatoire.

Précisions :
La garde en milieu familial d’un maximum de 6 enfants est permise par la Ville (et ce même en présence de 2 adultes), dont un maximum de 2 poupons de moins de 18 mois et les enfants de la responsable âgés de moins de 9 ans. Le certificat d’occupation pour un usage domestique de la Ville est obligatoire. Pour plus d’informations, consultez l’article de la banque d’informations portant sur les « Bureaux à domicile ».
 
Pour ouvrir un service de garde en milieu familial subventionné, le citoyen doit effectuer une démarche auprès du bureau coordonnateur de son quartier :
    
BC-1  Duvernay, St-Vincent-Paul, St-François : 450 664-2022
BC-2  Laval-des-Rapides, Pont-Viau, Renaud : 450 668-2550
BC-3  Chomedey : 450 973-3833
BC-4  Laval-Ouest, Ste-Dorothée, Laval-sur-le-Lac, Les Îles, Fabreville-Ouest : 450 6895130, poste 204
BC-5  Fabreville, Ste-Rose : 450 624-0600, poste 221
BC-6  Vimont, Auteuil : 450 668-8749, poste 105
 
Pour ouvrir un grand service de garde de plus de 9 enfants, le citoyen doit contacter le Ministère de la Famille et des Aînés du Québec au 450-680-6525


Si un non-respect de la règlementation est observé : 
Une demande sera adressée au Service de l’urbanisme et un de nos inspecteurs assurera le suivi. Notez que votre présence n’est pas nécessaire lors de cette inspection.


Bon à savoir :
La règlementation sur la garde d'enfants vise à s'assurer de la sécurité, du bien-être et de la salubrité dans les services de garde privés qui sont situés à Laval et qui ne relèvent d'aucune autre autorité.
","Garderie en milieu familial, CPE, service de garde, ","Guy Jr. Huneault – urbanisme
Nom – service ",23-07-2018,
"136. Hébergement touristique
","
Information sur la possibilité d'offrir un service d'hébergement touristique (auberges, hôtels, gîtes, résidences touristiques, etc.) et sur l’obtention d’un certificat de conformité au règlement d’urbanisme sur les usages.
"," Corporation de l’industrie touristique du Québec (CITQ) https://citq.qc.ca/fr/index.php ,  Tourisme Québec - Démarche pour obtenir mon attestation de classification Pour%20en%20connaître%20plus%20sur%20les%20démarches%20à%20suivre,%20consultez%20la%20page%20web%20de%20tourisme%20Québec%20à%20ce%20sujet. ,  Ville de Laval - Occupation d'un local commercial https://www.laval.ca/Pages/Fr/Citoyens/certificat-doccupation.aspx ,  CITQ https://citq.qc.ca/fr/index.php ,  CITQ https://citq.qc.ca/fr/index.php ,  Tourisme Québec https://collab.laval.ca/projet/requetes/bc/Pour%20en%20connaître%20plus%20sur%20les%20démarches%20à%20suivre,%20consultez%20la%20page%20web%20de%20tourisme%20Québec%20à%20ce%20sujet. ,  Le certificat d’occupation https://www.laval.ca/Pages/Fr/Citoyens/certificat-doccupation.aspx , ","Quel type d’hébergement souhaitez-vous exploiter ?
Avez-vous votre certificat d’occupation pour exploiter un local commercial ?","
Attestation de la Corporation de l’industrie touristique du Québec (CITQ) :
Toute personne souhaitant exploiter un hébergement touristique doit obtenir une attestation de classification de la .

Depuis le 1er janvier 2011, la  exige des établissements d’hébergement touristique (hôtels, motels, bed and breakfast, etc.) l’obtention d’un certificat de conformité au règlement d’urbanisme sur les usages. Par conséquent, afin que les établissements d’hébergement touristique obtiennent leur attestation, un représentant de la Ville doit confirmer que l’usage est conforme au règlement d’urbanisme.

Pour les hébergements touristiques situés dans les milieux résidentiels (maison de chambres, location court terme de type Airbnb, etc.) renseignez-vous sur les normes du règlement de zonage auprès d’un représentant du Service de l’urbanisme avant d’amorcer votre projet. Ces usages sont soumis à des normes strictes ou simplement interdits dans certains secteurs. 

Pour plus de détails sur les démarches à suivre, consultez le site de .


IMPORTANT - Certificat d’occupation :
 de la Ville est obligatoire afin d’exploiter un usage commercial de tout type. Aucun certificat de conformité ne sera signé si l’exploitant ne possède pas son certificat d’occupation. Pour plus d’informations, consultez l’article de la banque d’informations intitulé «Demande de permis : transmission électronique et paiement ».

Si un non-respect de la règlementation est observé : 
Une demande sera adressée au Service de l’urbanisme et un de nos inspecteurs assurera le suivi. Notez que votre présence n’est pas nécessaire lors de cette inspection.
","Air BNB, location court terme, gîte, gîte du passant, couette et café, maison d’hôte",Guy Jr. Huneault – Urbanisme ,23-07-2018,07-08-2018
"137. Installation/enlèvement d’une piscine ou d’un spa
","
Information sur les normes applicables aux piscines et spas en milieu résidentiel
"," Page Internet – Piscine et spa https://www.laval.ca/Pages/Fr/Citoyens/piscine-spa.aspx ,  Règlementation municipale, informations et conseils (PDF) https://www.laval.ca/Documents/Pages/Fr/Citoyens/reglements/reglements-et-permis/piscines.pdf ,  Piscine et spa  https://www.laval.ca/Pages/Fr/Citoyens/piscine-spa.aspx ,  document résumant la règlementation https://www.laval.ca/Documents/Pages/Fr/Citoyens/reglements/reglements-et-permis/piscines.pdf ,  certificat d’autorisation https://www.laval.ca/Pages/Fr/Citoyens/demolition-de-batiment.aspx , ","Les travaux visent l’installation ou enlèvement d’une piscine ?
Quel type de piscine ou spa (creusée, hors terre) voulez-vous installer?
Votre terrain est-il situé en bordure de l’eau (rivière, lac ou ruisseau)?
","
Installation d’une piscine ou d’un spa :
L’installation d’une piscine hors terre ou creusée, ou d'un bain à remous (spa), requiert un permis émis par le Service de l’urbanisme, à l’exception des piscines (gonflables ou pas) dont la hauteur ne dépasse pas 18 pouces.

Visitez le site Internet de la Ville au reglements.laval.ca, sous la catégorie « aménagement du terrain et construction accessoire », onglet « ». Vous y trouverez :
l’information sur la taxe municipale
un  municipale (dont l’obligation de clôturer)
le formulaire pour obtenir un certificat d’autorisation 
la procédure pour déposer votre demande, etc.

IMPORTANT : Pour un terrain situé en bordure de l’eau, des mesures particulières de protection de la rive sont prévues pour les terrains aux abords de la rivière des Prairies, de la rivière des Mille Îles, du lac des Deux Montagnes ou à proximité d’un ruisseau. Si votre terrain est riverain, nous vous suggérons de vous présenter au comptoir multiservice de la Ville, situé au 1333 boul. Chomedey avec votre certificat de localisation afin de rencontrer un employé du Service de l’urbanisme.


Enlèvement d’une piscine ou d’un spa :
Piscine creusée : avant d’entreprendre les travaux, un  pour démolition est requis au coût de 25 $. Notez que votre dossier d'évaluation sera automatiquement corrigé. 
Piscine hors terre et spa : aucun certificat requis pour le démantèlement d’une piscine hors terre.
Consultez l’article intitulé « Piscine et spa – remboursement de taxes » pour savoir comment obtenir le crédit associé à l’enlèvement d’une piscine. 


Remplissage de piscine :
La Ville n’offre pas le service de remplissage des piscines. Ce service est offert par les vendeurs de piscines ainsi que quelques compagnies de citernes. 
Du 15 mai au 15 septembre, le remplissage et la mise à niveau sont permis une journée sur deux selon votre adresse (journée paire pour adresse paire, journée impaire pour adresse impaire), peu importe l’heure. 
Pour une nouvelle piscine, le remplissage est permis en tout temps, peu importe l’adresse, le jour ou l’heure.
Il est interdit d’utiliser plus d’un boyau d’arrosage pour le remplissage des piscines.


Si un non-respect de la règlementation est observé : 
Pour une dénonciation concernant une piscine non clôturée, une demande sera adressée au Service de l’urbanisme et un de nos inspecteurs assurera le suivi. Notez que votre présence n’est pas nécessaire lors de cette inspection.

Consultez l’article intitulé « Eau verte ou stagnante » de la banque d’information si la demande concerne une piscine mal entretenue (eau stagnante).

","Hors terre, piscine semi-creusée, jacuzzi, piscine en bois, ground pool, inground pool, bain bouillonnant",Guy Jr. Huneault - urbanisme ,23-07-2018,
"138. Piscine – annulation de la taxe piscine
","Information sur la procédure pour faire annuler la taxe municipale lors de l’enlèvement ou la démolition d’une piscine.
 ",,"Nom, adresse et numéro téléphone?
Êtes-vous imposé pour votre piscine sur votre compte de taxes annuelle?
Est-ce que la piscine est démantelée au complet?
","
L’information relative à l’enlèvement de votre piscine sera acheminée au Service des finances.

Vous pouvez également vous présenter au comptoir multiservice des taxes, situé au 1333, boulevard Chomedey, ou encore envoyer votre demande par la poste en précisant votre nom, adresse, numéro de téléphone ainsi qu’une mention concernant le retrait de votre piscine :

Division des Revenus, Ville de Laval
1333, boul. Chomedey, bureau 201
C.P. 422, Succursale St-Martin
Laval (Québec)  H7V 3Z4

IMPORTANT : Notez que la date limite pour faire une demande et avoir droit au crédit piscine est le 1er juin de l’année en cours. Un chèque vous sera envoyé 4 à 6 semaines suivant la demande. Après le 1er juin, le crédit s’appliquera l’année suivante. 
Pour toute information supplémentaire concernant la facturation des piscines, contactez un agent à la taxation au poste 5700.

Bon à savoir :
Taxe pour une piscine hors terre : 35$
Taxe pour une piscine creusée : 55$
","Piscine, pool
","Dimitri Giakoumakis – Service des Finances
Isabelle Dubé – Service des Finances
Julie Poitras – Service des Finances",27/03/2018,
"141. Inondation 
","Information générale liée aux inondations : frasil et crue printanière.
"," Site Internet - Inondations : glace, frasil et crue printanière https://www.laval.ca/Pages/Fr/Citoyens/crue-printaniere-et-inondation.aspx ,  inondations.laval.ca https://www.laval.ca/Pages/Fr/Citoyens/crue-printaniere-et-inondation.aspx ,  Préparez-vous https://www.preparez-vous.gc.ca/index-fra.aspx ,  mesures d'urgence et sécurité civile  https://www.laval.ca/Pages/Fr/Citoyens/securite-civile.aspx ,  message automatisé en cas d'urgence https://www.laval.ca/Pages/Fr/Citoyens/message-urgence.aspx ,  http://www.securitepublique.gouv.qc.ca http://www.securitepublique.gouv.qc.ca/ ,  alerte.securitepublique.gouv.qc.ca/fr/apropos.html https://alerte.securitepublique.gouv.qc.ca/fr/apropos.html , ","Êtes-vous en situation d’inondation, ou l’avez-vous été ? 
Souhaitez-vous réaliser des travaux suite à une inondation ?
Précisez la situation problématique, si tel est le cas.","
Consultez le site Internet de la Ville de Laval au  pour trouver toute l’information nécessaire, notamment :

Les causes d’inondation
Quoi faire avant et pendant une inondation
Des conseils de sécurité publique
Consignes pour la récep​​tion d​es sacs de sable
Le suivi des inondations 2017 liées à la crue printanière 
Des consignes pour réintégrer son domicile
Plusieurs liens utiles vers d’autres sites connexes, comme la campagne  du gouvernement du Canada
Etc. 

Communication en situation d’urgence :
Pour rester informés des situations d’urgence sur le territoire lavallois, consultez notre site Internet sous « Citoyens » dans le menu principal, catégorie « », notamment l’onglet «  ».

Dans cette page, en plus d’y trouver une Foire aux questions, vous pourrez vous inscrire au système d’alerte de la Ville (en bas de page).


Aide financière :
Pour de l’information sur les programmes provinciaux d’aide financière aux sinistrés, contactez la Sécurité publique du Québec au 1 888 643AIDE (2433) ou visitez leur site Internet :  


Bon à savoir :
Connaissez-vous le système « Québec En Alerte »? Il s’agit d’un système qui permet au ministère de la Sécurité publique d’alerter rapidement les Québécois lors d’événements qui présentent une menace réelle ou imminente pour leur vie ou leur sécurité. 

Ce système est un moyen additionnel à ceux en place dans les municipalités afin d’améliorer la communication sur une situation d’urgence telle une catastrophe naturelle. Apprenez-en davantage en visitant leur site :   

"," Zone inondable, plaine inondable, niveau de la rivière, eau qui monte, crue des cours d’eau, catastrophe naturelle, inondé, fosses septiques engorgées, débordement, prévention inondation, sac de sable, muret pour bloquer l’eau
",Guy Jr. Huneault - urbanisme ,03/08/2017,
